state,county,value
Kansas,Graham,0.222
Kansas,Grant,0.054
Kansas,Gray,0.108
Kansas,Greeley,0.202
Kansas,Greenwood,0.293
Kansas,Hamilton,0.165
Kansas,Harper,0.178
Kansas,Harvey,0.085
Kansas,Haskell,0.143
Kansas,Hodgeman,0.2
Kansas,Jackson,0.084
Kansas,Jefferson,0.082
Kansas,Jewell,0.293
Kansas,Johnson,0.05
Kansas,Kearny,0.14
Kansas,Kingman,0.192
Kansas,Kiowa,0.142
Kansas,Labette,0.156
Kansas,Lane,0.161
Kansas,Leavenworth,0.086
Kansas,Lincoln,0.25
Kansas,Linn,0.239
Kansas,Logan,0.148
Kansas,Lyon,0.141
Kansas,Marion,0.184
Kansas,Marshall,0.119
Kansas,McPherson,0.082
Kansas,Meade,0.086
Kansas,Miami,0.067
Kansas,Mitchell,0.151
Kansas,Montgomery,0.17
Kansas,Morris,0.24
Kansas,Morton,0.178
Kansas,Nemaha,0.088
Kansas,Neosho,0.146
Kansas,Ness,0.212
Kansas,Norton,0.125
Kansas,Osage,0.129
Kansas,Osborne,0.195
Kansas,Ottawa,0.105
Kansas,Pawnee,0.197
Kansas,Phillips,0.206
Kansas,Pottawatomie,0.083
Kansas,Pratt,0.097
Kansas,Rawlins,0.166
Kansas,Reno,0.105
Kansas,Republic,0.213
Kansas,Rice,0.156
Kansas,Riley,0.1
Kansas,Rooks,0.163
Kansas,Rush,0.159
Kansas,Russell,0.148
Kansas,Saline,0.071
Kansas,Scott,0.052
Kansas,Sedgwick,0.098
Kansas,Seward,0.081
Kansas,Shawnee,0.092
Kansas,Sheridan,0.106
Kansas,Sherman,0.126
Kansas,Smith,0.247
Kansas,Stafford,0.187
Kansas,Stanton,0.165
Kansas,Stevens,0.155
Kansas,Sumner,0.165
Kansas,Thomas,0.104
Kansas,Trego,0.238
Kansas,Wabaunsee,0.166
Kansas,Wallace,0.254
Kansas,Washington,0.165
Kansas,Wichita,0.102
Kansas,Wilson,0.179
Kansas,Woodson,0.256
Kansas,Wyandotte,0.133
Kentucky,Adair,0.165
Kentucky,Allen,0.134
Kentucky,Anderson,0.091
